图像名称,PNSR值,SSIM值,SSIM值（自定义）,my value
00061.png,16.138659827989766,1.5597091,1.5916957787052453
00196.png,16.57014268449226,1.3259592,1.3649063056290218
00290.png,18.638367670418496,1.6393697,1.6687492857124453
00390.png,19.47402931938339,1.6649362,1.6928444577536865
00489.png,19.816103161387492,1.6710032,1.7013550379291653
00555.png,21.300779864496356,1.6185703,1.6524756022804876
00606.png,18.94990856956984,1.6561584,1.683795472287895
00633.png,21.473851358330656,1.7006383,1.732570238975235
00712.png,14.36547076543835,1.557041,1.5912809825680383
00716.png,15.293978109725614,1.575295,1.610319159295957
00762.png,14.78778929060854,1.2127692,1.2525537240312274
00825.png,18.373673155002134,1.6354711,1.6708038648091665
00950.png,13.365950827818825,1.5569963,1.5958274699039532
01017.png,21.03676977598511,1.5869672,1.632147108780548
01320.png,15.051676850232134,1.1224545,1.1355124650804478
01422.png,14.89768726429503,1.1239698,1.1356734954362453
01454.png,16.375898525768157,1.539705,1.566707555454162
01494.png,16.136383280034842,1.1273844,1.1502894570100857
01531.png,12.058760713272283,1.3461955,1.3663312848912081
01673.png,15.453538213389816,1.3498448,1.3818462502383044
01710.png,12.506233215713875,1.3312958,1.352304760076131
01779.png,12.039426859815404,1.3525743,1.3761387867333255
01806.png,11.974883418996319,1.2012856,1.2389397084056295
01911.png,11.797208057815956,1.4364914,1.4629703356569537
01937.png,15.293052394478403,1.2551854,1.2842027191562289
02002.png,12.083683531730786,1.324616,1.3487896322142152
02073.png,12.869435149230048,1.2456019,1.268976865109415
02102.png,12.0917040133514,1.3526804,1.3788845620707482
02120.png,11.585651884183994,1.2570108,1.2961342102943303
02527.png,15.012000754046966,1.2599567,1.3072112050928202
02641.png,15.960626733975324,1.418451,1.4457359337626987
02869.png,13.956795638257834,1.2025537,1.2405986145872316
03462.png,13.551308202515763,1.2131438,1.2444562956460854
03473.png,17.51300483350127,1.3014628,1.345506821444248
03600.png,12.32779003874565,1.174365,1.203610636535845
03813.png,14.80852933558163,1.2526429,1.2894380425470615
03878.png,16.525537078957374,1.4552267,1.4885507255812165
03989.png,16.613350767533003,1.4286039,1.4599218376962155
04006.png,16.624775512484693,1.509604,1.5389971911679536
04018.png,14.600409569507127,1.476967,1.510573365043045
