ImageName,PNSR,SSIM_A,SSIM_B,SSIM_C
00061.png,15.254440975798865,1.584219,1.572055878477602
00196.png,15.627282201836367,1.3363642,1.3440983828463804
00290.png,18.95055352453023,1.6829591,1.6821158487053123
00390.png,19.557350998749666,1.7078168,1.6902673609283407
00489.png,18.997316336992274,1.6858401,1.6932234104375805
00555.png,21.389406181528866,1.6992598,1.6769065801802263
00606.png,17.135431267843956,1.5617464,1.5501224828404858
00633.png,21.043368678353595,1.7600787,1.7408404635761277
00712.png,13.77086750655517,1.5869992,1.5979982689878487
00716.png,14.002804941884007,1.5563197,1.5626075395625727
00762.png,14.226910411936542,1.2619314,1.251439468976504
00825.png,18.200199314153817,1.662179,1.6405464096696432
00950.png,13.144377492903974,1.5782979,1.585534847654651
01017.png,19.155592998819003,1.6038954,1.5946319775791513
01320.png,15.657510619103306,1.2672274,1.1998781245312322
01422.png,15.250784123205943,1.2706727,1.183979075121834
01454.png,15.951252956970638,1.5555288,1.555476895613487
01494.png,15.281150614757603,1.2493153,1.1717712934715774
01531.png,11.829721320554825,1.4313285,1.413414800441531
01673.png,13.78266646351598,1.3799794,1.3704097406682842
01710.png,11.433529949465022,1.3070188,1.3045268456108219
01779.png,11.032148452329519,1.3490547,1.3361004449095584
01806.png,11.424019535960511,1.3390563,1.334560476216542
01911.png,9.983255081691329,1.3879892,1.4150539961065778
01937.png,13.780982614872407,1.2676744,1.2529506382589846
02002.png,11.81238099761864,1.3816524,1.368625134038565
02073.png,13.050008218320638,1.38354,1.318014046788936
02102.png,11.896510042527604,1.4078567,1.366526784647777
02120.png,11.511096916572864,1.3129811,1.271716836878146
02527.png,14.1465836436364,1.3410745,1.2873731439581544
02641.png,15.910926166437694,1.5516664,1.458054428997815
02869.png,13.624969049163617,1.3673129,1.2684558998876416
03462.png,13.448554120978102,1.339416,1.2520138027692034
03473.png,17.796917430806616,1.4039521,1.3696823295087723
03600.png,12.294438068528319,1.3103542,1.1984331216803907
03813.png,13.191414104259508,1.3148698,1.2718911300053923
03878.png,16.7596680347183,1.4830141,1.4587742836479998
03989.png,15.22171638695886,1.3975426,1.3955424166150419
04006.png,16.51403891126806,1.5627444,1.5157273444280164
04018.png,14.311451156384978,1.4797835,1.4558619576033731
